turboFFT, 1, 0,    0.009,    0.001,    0.007
turboFFT, 1, 1,    0.008,    0.003,    0.016
turboFFT, 1, 2,    0.008,    0.005,    0.031
turboFFT, 1, 3,    0.008,    0.010,    0.063
turboFFT, 1, 4,    0.008,    0.020,    0.128
turboFFT, 1, 5,    0.008,    0.040,    0.258
turboFFT, 1, 6,    0.008,    0.076,    0.488
turboFFT, 1, 7,    0.008,    0.155,    0.991
turboFFT, 1, 8,    0.008,    0.310,    1.985
turboFFT, 1, 9,    0.008,    0.611,    3.913
turboFFT, 1, 10,    0.008,    1.214,    7.772
turboFFT, 1, 11,    0.008,    2.415,   15.457
turboFFT, 1, 12,    0.009,    4.790,   30.659
turboFFT, 1, 13,    0.009,    9.426,   60.324
turboFFT, 1, 14,    0.009,   18.318,  117.238
turboFFT, 1, 15,    0.009,   34.818,  222.836
turboFFT, 1, 16,    0.010,   63.741,  407.943
turboFFT, 1, 17,    0.012,  109.431,  700.358
turboFFT, 1, 18,    0.015,  172.391, 1103.300
turboFFT, 1, 19,    0.027,  191.045, 1222.687
turboFFT, 1, 20,    0.058,  181.440, 1161.214
turboFFT, 1, 21,    0.107,  196.368, 1256.758
turboFFT, 1, 22,    0.204,  205.487, 1315.117
turboFFT, 1, 23,    0.399,  210.132, 1344.845
turboFFT, 1, 24,    0.787,  213.144, 1364.123
turboFFT, 1, 25,    1.568,  214.055, 1369.954
turboFFT, 1, 26,    3.124,  214.799, 1374.715
turboFFT, 1, 27,    6.234,  215.302, 1377.933
turboFFT, 2, 0,    0.008,    0.005,    0.015
turboFFT, 2, 1,    0.008,    0.010,    0.031
turboFFT, 2, 2,    0.008,    0.020,    0.063
turboFFT, 2, 3,    0.008,    0.039,    0.125
turboFFT, 2, 4,    0.008,    0.078,    0.249
turboFFT, 2, 5,    0.008,    0.156,    0.498
turboFFT, 2, 6,    0.008,    0.306,    0.980
turboFFT, 2, 7,    0.009,    0.593,    1.897
turboFFT, 2, 8,    0.008,    1.238,    3.961
turboFFT, 2, 9,    0.009,    2.387,    7.639
turboFFT, 2, 10,    0.009,    4.692,   15.015
turboFFT, 2, 11,    0.009,    9.513,   30.442
turboFFT, 2, 12,    0.009,   18.727,   59.927
turboFFT, 2, 13,    0.009,   35.942,  115.016
turboFFT, 2, 14,    0.010,   67.905,  217.294
turboFFT, 2, 15,    0.011,  115.543,  369.738
turboFFT, 2, 16,    0.015,  178.126,  570.002
turboFFT, 2, 17,    0.020,  258.463,  827.083
turboFFT, 2, 18,    0.032,  327.910, 1049.310
turboFFT, 2, 19,    0.062,  337.293, 1079.337
turboFFT, 2, 20,    0.115,  365.225, 1168.720
turboFFT, 2, 21,    0.217,  387.151, 1238.884
turboFFT, 2, 22,    0.423,  396.542, 1268.934
turboFFT, 2, 23,    0.836,  401.403, 1284.488
turboFFT, 2, 24,    1.660,  404.384, 1294.029
turboFFT, 2, 25,    3.308,  405.683, 1298.187
turboFFT, 2, 26,    6.604,  406.465, 1300.689
turboFFT, 3, 0,    0.009,    0.014,    0.030
turboFFT, 3, 1,    0.009,    0.028,    0.060
turboFFT, 3, 2,    0.009,    0.056,    0.120
turboFFT, 3, 3,    0.009,    0.112,    0.238
turboFFT, 3, 4,    0.009,    0.224,    0.477
turboFFT, 3, 5,    0.009,    0.430,    0.917
turboFFT, 3, 6,    0.009,    0.867,    1.849
turboFFT, 3, 7,    0.009,    1.711,    3.651
turboFFT, 3, 8,    0.009,    3.410,    7.275
turboFFT, 3, 9,    0.009,    6.838,   14.587
turboFFT, 3, 10,    0.009,   13.124,   27.997
turboFFT, 3, 11,    0.009,   26.437,   56.399
turboFFT, 3, 12,    0.009,   51.804,  110.516
turboFFT, 3, 13,    0.010,   97.959,  208.980
turboFFT, 3, 14,    0.011,  175.844,  375.134
turboFFT, 3, 15,    0.014,  287.036,  612.343
turboFFT, 3, 16,    0.019,  412.280,  879.530
turboFFT, 3, 17,    0.035,  453.474,  967.410
turboFFT, 3, 18,    0.061,  514.573, 1097.755
turboFFT, 3, 19,    0.111,  566.447, 1208.420
turboFFT, 3, 20,    0.211,  595.304, 1269.981
turboFFT, 3, 21,    0.411,  612.820, 1307.349
turboFFT, 3, 22,    0.809,  622.180, 1327.317
turboFFT, 3, 23,    1.607,  626.270, 1336.042
turboFFT, 3, 24,    3.202,  628.670, 1341.162
turboFFT, 3, 25,    6.408,  628.390, 1340.565
turboFFT, 4, 0,    0.009,    0.036,    0.057
turboFFT, 4, 1,    0.009,    0.072,    0.115
turboFFT, 4, 2,    0.009,    0.145,    0.232
turboFFT, 4, 3,    0.009,    0.291,    0.465
turboFFT, 4, 4,    0.009,    0.582,    0.931
turboFFT, 4, 5,    0.009,    1.115,    1.783
turboFFT, 4, 6,    0.009,    2.224,    3.558
turboFFT, 4, 7,    0.009,    4.440,    7.104
turboFFT, 4, 8,    0.009,    8.846,   14.153
turboFFT, 4, 9,    0.009,   17.741,   28.385
turboFFT, 4, 10,    0.009,   35.177,   56.283
turboFFT, 4, 11,    0.010,   66.364,  106.183
turboFFT, 4, 12,    0.010,  126.693,  202.710
turboFFT, 4, 13,    0.011,  232.595,  372.152
turboFFT, 4, 14,    0.014,  380.846,  609.354
turboFFT, 4, 15,    0.019,  562.348,  899.756
turboFFT, 4, 16,    0.036,  585.300,  936.479
turboFFT, 4, 17,    0.064,  659.051, 1054.481
turboFFT, 4, 18,    0.115,  731.673, 1170.678
turboFFT, 4, 19,    0.217,  773.903, 1238.244
turboFFT, 4, 20,    0.420,  798.015, 1276.824
turboFFT, 4, 21,    0.831,  807.774, 1292.439
turboFFT, 4, 22,    1.648,  814.357, 1302.971
turboFFT, 4, 23,    3.289,  816.042, 1305.667
turboFFT, 4, 24,    6.634,  809.274, 1294.838
turboFFT, 5, 0,    0.010,    0.083,    0.106
turboFFT, 5, 1,    0.010,    0.167,    0.213
turboFFT, 5, 2,    0.010,    0.333,    0.427
turboFFT, 5, 3,    0.010,    0.670,    0.858
turboFFT, 5, 4,    0.010,    1.299,    1.662
turboFFT, 5, 5,    0.010,    2.569,    3.288
turboFFT, 5, 6,    0.010,    5.123,    6.558
turboFFT, 5, 7,    0.010,   10.247,   13.116
turboFFT, 5, 8,    0.010,   20.395,   26.106
turboFFT, 5, 9,    0.011,   38.346,   49.083
turboFFT, 5, 10,    0.010,   78.073,   99.933
turboFFT, 5, 11,    0.011,  149.883,  191.850
turboFFT, 5, 12,    0.012,  262.161,  335.566
turboFFT, 5, 13,    0.014,  451.997,  578.557
turboFFT, 5, 14,    0.018,  724.571,  927.451
turboFFT, 5, 15,    0.035,  740.553,  947.908
turboFFT, 5, 16,    0.063,  837.971, 1072.602
turboFFT, 5, 17,    0.111,  942.042, 1205.814
turboFFT, 5, 18,    0.213,  985.756, 1261.767
turboFFT, 5, 19,    0.414, 1012.812, 1296.399
turboFFT, 5, 20,    0.816, 1027.391, 1315.061
turboFFT, 5, 21,    1.620, 1035.459, 1325.387
turboFFT, 5, 22,    3.229, 1039.123, 1330.078
turboFFT, 5, 23,    6.478, 1035.888, 1325.937
turboFFT, 6, 0,    0.009,    0.203,    0.216
turboFFT, 6, 1,    0.010,    0.396,    0.423
turboFFT, 6, 2,    0.010,    0.790,    0.843
turboFFT, 6, 3,    0.010,    1.585,    1.690
turboFFT, 6, 4,    0.010,    3.126,    3.334
turboFFT, 6, 5,    0.010,    6.236,    6.652
turboFFT, 6, 6,    0.010,   12.545,   13.381
turboFFT, 6, 7,    0.010,   24.663,   26.307
turboFFT, 6, 8,    0.010,   48.211,   51.425
turboFFT, 6, 9,    0.011,   86.486,   92.252
turboFFT, 6, 10,    0.013,  153.064,  163.269
turboFFT, 6, 11,    0.016,  252.165,  268.976
turboFFT, 6, 12,    0.022,  359.930,  383.925
