turboFFT, 1, 0,    0.002,    0.005,    0.031
turboFFT, 1, 1,    0.002,    0.011,    0.072
turboFFT, 1, 2,    0.002,    0.023,    0.145
turboFFT, 1, 3,    0.002,    0.046,    0.294
turboFFT, 1, 4,    0.002,    0.088,    0.562
turboFFT, 1, 5,    0.002,    0.183,    1.174
turboFFT, 1, 6,    0.002,    0.366,    2.344
turboFFT, 1, 7,    0.002,    0.734,    4.697
turboFFT, 1, 8,    0.002,    1.444,    9.242
turboFFT, 1, 9,    0.002,    2.963,   18.963
turboFFT, 1, 10,    0.023,    0.453,    2.902
turboFFT, 1, 11,    0.023,    0.897,    5.743
turboFFT, 1, 12,    0.023,    1.792,   11.472
turboFFT, 1, 13,    0.023,    3.568,   22.838
turboFFT, 1, 14,    0.023,    7.012,   44.875
turboFFT, 1, 15,    0.023,   13.970,   89.408
turboFFT, 1, 16,    0.024,   27.747,  177.580
turboFFT, 1, 17,    0.024,   54.446,  348.457
turboFFT, 1, 18,    0.024,  107.380,  687.230
turboFFT, 1, 19,    0.043,  122.105,  781.470
turboFFT, 1, 20,    0.066,  159.215, 1018.975
turboFFT, 1, 21,    0.118,  178.426, 1141.929
turboFFT, 1, 22,    0.240,  174.472, 1116.620
turboFFT, 1, 23,    0.451,  185.870, 1189.570
turboFFT, 1, 24,    0.883,  190.042, 1216.269
turboFFT, 1, 25,    1.742,  192.612, 1232.715
turboFFT, 1, 26,    3.477,  193.007, 1235.245
turboFFT, 1, 27,    6.955,  192.988, 1235.121
turboFFT, 2, 0,    0.002,    0.021,    0.068
turboFFT, 2, 1,    0.002,    0.047,    0.151
turboFFT, 2, 2,    0.002,    0.093,    0.299
turboFFT, 2, 3,    0.002,    0.187,    0.598
turboFFT, 2, 4,    0.002,    0.368,    1.179
turboFFT, 2, 5,    0.002,    0.753,    2.411
turboFFT, 2, 6,    0.002,    1.490,    4.767
turboFFT, 2, 7,    0.002,    2.930,    9.377
turboFFT, 2, 8,    0.002,    6.026,   19.284
turboFFT, 2, 9,    0.002,   11.896,   38.067
turboFFT, 2, 10,    0.028,    1.489,    4.766
turboFFT, 2, 11,    0.028,    2.951,    9.442
turboFFT, 2, 12,    0.028,    5.855,   18.737
turboFFT, 2, 13,    0.028,   11.723,   37.513
turboFFT, 2, 14,    0.028,   23.136,   74.035
turboFFT, 2, 15,    0.029,   45.587,  145.879
turboFFT, 2, 16,    0.029,   90.951,  291.045
turboFFT, 2, 17,    0.029,  179.119,  573.180
turboFFT, 2, 18,    0.047,  221.810,  709.792
turboFFT, 2, 19,    0.067,  313.975, 1004.720
turboFFT, 2, 20,    0.117,  358.816, 1148.212
turboFFT, 2, 21,    0.257,  326.342, 1044.294
turboFFT, 2, 22,    0.521,  321.752, 1029.605
turboFFT, 2, 23,    1.059,  316.932, 1014.182
turboFFT, 2, 24,    2.130,  315.111, 1008.355
turboFFT, 2, 25,    4.226,  317.584, 1016.268
turboFFT, 2, 26,    8.487,  316.273, 1012.073
turboFFT, 3, 0,    0.002,    0.053,    0.113
turboFFT, 3, 1,    0.002,    0.115,    0.246
turboFFT, 3, 2,    0.002,    0.244,    0.521
turboFFT, 3, 3,    0.002,    0.482,    1.027
turboFFT, 3, 4,    0.002,    0.909,    1.939
turboFFT, 3, 5,    0.002,    1.664,    3.551
turboFFT, 3, 6,    0.002,    3.810,    8.127
turboFFT, 3, 7,    0.002,    7.351,   15.681
turboFFT, 3, 8,    0.002,   15.311,   32.663
turboFFT, 3, 9,    0.038,    1.618,    3.452
turboFFT, 3, 10,    0.038,    3.194,    6.814
turboFFT, 3, 11,    0.038,    6.401,   13.654
turboFFT, 3, 12,    0.038,   12.904,   27.529
turboFFT, 3, 13,    0.039,   25.158,   53.670
turboFFT, 3, 14,    0.040,   49.544,  105.695
turboFFT, 3, 15,    0.039,  100.565,  214.538
turboFFT, 3, 16,    0.045,  176.362,  376.238
turboFFT, 3, 17,    0.064,  245.821,  524.419
turboFFT, 3, 18,    0.079,  399.577,  852.432
turboFFT, 3, 19,    0.130,  483.815, 1032.139
turboFFT, 3, 20,    0.235,  536.565, 1144.671
turboFFT, 3, 21,    0.460,  547.544, 1168.094
turboFFT, 3, 22,    0.898,  560.736, 1196.236
turboFFT, 3, 23,    1.750,  575.290, 1227.286
turboFFT, 3, 24,    3.474,  579.573, 1236.422
turboFFT, 3, 25,    6.944,  579.898, 1237.115
turboFFT, 4, 0,    0.002,    0.137,    0.220
turboFFT, 4, 1,    0.002,    0.273,    0.437
turboFFT, 4, 2,    0.002,    0.559,    0.895
turboFFT, 4, 3,    0.002,    1.178,    1.885
turboFFT, 4, 4,    0.002,    2.305,    3.689
turboFFT, 4, 5,    0.002,    4.604,    7.367
turboFFT, 4, 6,    0.002,    9.195,   14.713
turboFFT, 4, 7,    0.002,   18.524,   29.638
turboFFT, 4, 8,    0.002,   36.994,   59.191
turboFFT, 4, 9,    0.040,    4.058,    6.493
turboFFT, 4, 10,    0.040,    8.127,   13.003
turboFFT, 4, 11,    0.040,   16.245,   25.992
turboFFT, 4, 12,    0.041,   32.063,   51.300
turboFFT, 4, 13,    0.041,   63.410,  101.457
turboFFT, 4, 14,    0.041,  126.988,  203.181
turboFFT, 4, 15,    0.049,  214.999,  343.998
turboFFT, 4, 16,    0.061,  344.401,  551.041
turboFFT, 4, 17,    0.074,  567.460,  907.937
turboFFT, 4, 18,    0.129,  650.223, 1040.357
turboFFT, 4, 19,    0.232,  722.150, 1155.440
turboFFT, 4, 20,    0.449,  747.190, 1195.503
turboFFT, 4, 21,    0.874,  767.864, 1228.583
turboFFT, 4, 22,    1.704,  787.537, 1260.059
turboFFT, 4, 23,    3.376,  795.135, 1272.217
turboFFT, 4, 24,    6.734,  797.303, 1275.684
turboFFT, 5, 0,    0.002,    0.357,    0.456
turboFFT, 5, 1,    0.002,    0.733,    0.938
turboFFT, 5, 2,    0.003,    1.045,    1.338
turboFFT, 5, 3,    0.002,    3.063,    3.920
turboFFT, 5, 4,    0.002,    7.533,    9.642
turboFFT, 5, 5,    0.002,   11.445,   14.649
turboFFT, 5, 6,    0.002,   24.024,   30.751
turboFFT, 5, 7,    0.002,   60.491,   77.429
turboFFT, 5, 8,    0.054,    3.786,    4.846
turboFFT, 5, 9,    0.055,    7.504,    9.605
turboFFT, 5, 10,    0.054,   15.105,   19.334
turboFFT, 5, 11,    0.055,   29.887,   38.256
turboFFT, 5, 12,    0.056,   58.817,   75.285
turboFFT, 5, 13,    0.055,  119.195,  152.569
turboFFT, 5, 14,    0.056,  233.191,  298.484
turboFFT, 5, 15,    0.074,  351.920,  450.458
turboFFT, 5, 16,    0.084,  622.280,  796.518
turboFFT, 5, 17,    0.123,  849.638, 1087.537
turboFFT, 5, 18,    0.231,  906.997, 1160.957
turboFFT, 5, 19,    0.441,  950.445, 1216.569
turboFFT, 5, 20,    0.870,  964.421, 1234.458
turboFFT, 5, 21,    1.676, 1000.989, 1281.266
turboFFT, 5, 22,    3.308, 1014.275, 1298.272
turboFFT, 5, 23,    6.582, 1019.638, 1305.137
turboFFT, 6, 0,    0.002,    0.816,    0.871
turboFFT, 6, 1,    0.002,    1.747,    1.863
turboFFT, 6, 2,    0.002,    3.915,    4.176
turboFFT, 6, 3,    0.002,    7.882,    8.407
turboFFT, 6, 4,    0.002,   13.994,   14.927
turboFFT, 6, 5,    0.049,    1.260,    1.344
turboFFT, 6, 6,    0.049,    2.533,    2.702
turboFFT, 6, 7,    0.049,    5.001,    5.335
turboFFT, 6, 8,    0.050,    9.849,   10.505
turboFFT, 6, 9,    0.050,   19.507,   20.808
turboFFT, 6, 10,    0.051,   38.869,   41.460
turboFFT, 6, 11,    0.051,   77.468,   82.633
turboFFT, 6, 12,    0.051,  154.333,  164.622
turboFFT, 6, 13,    0.051,  308.124,  328.666
turboFFT, 6, 14,    0.086,  365.184,  389.530
turboFFT, 6, 15,    0.114,  550.676,  587.388
turboFFT, 6, 16,    0.176,  716.097,  763.837
turboFFT, 6, 17,    0.320,  785.866,  838.257
turboFFT, 6, 18,    0.587,  857.970,  915.167
turboFFT, 6, 19,    1.140,  882.712,  941.559
turboFFT, 6, 20,    2.249,  895.140,  954.816
turboFFT, 6, 21,    4.486,  897.511,  957.346
turboFFT, 6, 22,    9.127,  882.345,  941.169
turboFFT, 7, 0,    0.002,    1.969,    1.800
turboFFT, 7, 1,    0.002,    4.029,    3.683
turboFFT, 7, 2,    0.002,    8.069,    7.378
turboFFT, 7, 3,    0.002,   15.708,   14.362
turboFFT, 7, 4,    0.002,   32.558,   29.767
turboFFT, 7, 5,    0.060,    2.408,    2.202
turboFFT, 7, 6,    0.059,    4.819,    4.406
turboFFT, 7, 7,    0.060,    9.636,    8.810
turboFFT, 7, 8,    0.060,   19.201,   17.555
turboFFT, 7, 9,    0.060,   38.178,   34.906
turboFFT, 7, 10,    0.060,   76.259,   69.723
turboFFT, 7, 11,    0.060,  152.300,  139.246
turboFFT, 7, 12,    0.060,  304.261,  278.181
turboFFT, 7, 13,    0.077,  477.588,  436.652
turboFFT, 7, 14,    0.110,  666.616,  609.478
turboFFT, 7, 15,    0.147, 1001.533,  915.687
turboFFT, 7, 16,    0.246, 1192.880, 1090.633
turboFFT, 7, 17,    0.463, 1267.612, 1158.960
