turboFFT, 1, 0,    0.009,    0.001,    0.004
turboFFT, 1, 1,    0.008,    0.002,    0.008
turboFFT, 1, 2,    0.009,    0.005,    0.015
turboFFT, 1, 3,    0.008,    0.009,    0.030
turboFFT, 1, 4,    0.008,    0.019,    0.060
turboFFT, 1, 5,    0.008,    0.038,    0.121
turboFFT, 1, 6,    0.009,    0.072,    0.232
turboFFT, 1, 7,    0.009,    0.145,    0.464
turboFFT, 1, 8,    0.009,    0.288,    0.921
turboFFT, 1, 9,    0.009,    0.576,    1.844
turboFFT, 1, 10,    0.009,    1.152,    3.686
turboFFT, 1, 11,    0.009,    2.301,    7.364
turboFFT, 1, 12,    0.009,    4.560,   14.592
turboFFT, 1, 13,    0.009,    9.046,   28.947
turboFFT, 1, 14,    0.009,   17.516,   56.052
turboFFT, 1, 15,    0.010,   34.077,  109.045
turboFFT, 1, 16,    0.011,   61.650,  197.279
turboFFT, 1, 17,    0.012,  107.309,  343.390
turboFFT, 1, 18,    0.015,  169.466,  542.292
turboFFT, 1, 19,    0.021,  243.918,  780.539
turboFFT, 1, 20,    0.035,  303.239,  970.365
turboFFT, 1, 21,    0.059,  353.161, 1130.114
turboFFT, 1, 22,    0.109,  385.983, 1235.145
turboFFT, 1, 23,    0.208,  403.634, 1291.628
turboFFT, 1, 24,    0.405,  414.657, 1326.902
turboFFT, 1, 25,    0.800,  419.524, 1342.478
turboFFT, 1, 26,    1.590,  422.197, 1351.032
turboFFT, 1, 27,    3.168,  423.688, 1355.803
turboFFT, 2, 0,    0.008,    0.005,    0.008
turboFFT, 2, 1,    0.008,    0.010,    0.016
turboFFT, 2, 2,    0.009,    0.018,    0.029
turboFFT, 2, 3,    0.008,    0.040,    0.064
turboFFT, 2, 4,    0.008,    0.080,    0.127
turboFFT, 2, 5,    0.009,    0.144,    0.230
turboFFT, 2, 6,    0.008,    0.306,    0.489
turboFFT, 2, 7,    0.008,    0.616,    0.985
turboFFT, 2, 8,    0.009,    1.130,    1.807
turboFFT, 2, 9,    0.008,    2.467,    3.948
turboFFT, 2, 10,    0.009,    4.722,    7.554
turboFFT, 2, 11,    0.009,    9.252,   14.803
turboFFT, 2, 12,    0.008,   19.387,   31.019
turboFFT, 2, 13,    0.009,   35.642,   57.027
turboFFT, 2, 14,    0.009,   73.143,  117.029
turboFFT, 2, 15,    0.010,  131.577,  210.524
turboFFT, 2, 16,    0.011,  233.923,  374.278
turboFFT, 2, 17,    0.013,  411.555,  658.488
turboFFT, 2, 18,    0.015,  697.637, 1116.219
turboFFT, 2, 19,    0.034,  609.127,  974.604
turboFFT, 2, 20,    0.063,  670.617, 1072.986
turboFFT, 2, 21,    0.113,  745.087, 1192.139
turboFFT, 2, 22,    0.215,  781.609, 1250.575
turboFFT, 2, 23,    0.417,  804.271, 1286.833
turboFFT, 2, 24,    0.824,  814.615, 1303.383
turboFFT, 2, 25,    1.635,  820.956, 1313.529
turboFFT, 2, 26,    3.260,  823.330, 1317.329
turboFFT, 3, 0,    0.009,    0.014,    0.015
turboFFT, 3, 1,    0.009,    0.027,    0.029
turboFFT, 3, 2,    0.009,    0.055,    0.058
turboFFT, 3, 3,    0.009,    0.112,    0.120
turboFFT, 3, 4,    0.009,    0.220,    0.234
turboFFT, 3, 5,    0.009,    0.429,    0.457
turboFFT, 3, 6,    0.009,    0.848,    0.905
turboFFT, 3, 7,    0.009,    1.762,    1.880
turboFFT, 3, 8,    0.009,    3.344,    3.567
turboFFT, 3, 9,    0.009,    6.847,    7.304
turboFFT, 3, 10,    0.009,   13.636,   14.545
turboFFT, 3, 11,    0.009,   26.114,   27.854
turboFFT, 3, 12,    0.009,   51.857,   55.314
turboFFT, 3, 13,    0.010,  103.400,  110.293
turboFFT, 3, 14,    0.011,  177.624,  189.465
turboFFT, 3, 15,    0.013,  299.488,  319.454
turboFFT, 3, 16,    0.018,  442.651,  472.161
turboFFT, 3, 17,    0.027,  582.853,  621.710
turboFFT, 3, 18,    0.047,  669.737,  714.386
turboFFT, 3, 19,    0.087,  722.638,  770.813
turboFFT, 3, 20,    0.160,  788.593,  841.166
turboFFT, 3, 21,    0.305,  826.396,  881.490
turboFFT, 3, 22,    0.594,  847.179,  903.658
turboFFT, 3, 23,    1.173,  857.993,  915.192
turboFFT, 3, 24,    2.331,  863.573,  921.144
turboFFT, 3, 25,    4.657,  864.596,  922.236
turboFFT, 4, 0,    0.009,    0.036,    0.029
turboFFT, 4, 1,    0.009,    0.072,    0.058
turboFFT, 4, 2,    0.009,    0.145,    0.116
turboFFT, 4, 3,    0.009,    0.289,    0.232
turboFFT, 4, 4,    0.009,    0.560,    0.448
turboFFT, 4, 5,    0.009,    1.115,    0.892
turboFFT, 4, 6,    0.009,    2.219,    1.775
turboFFT, 4, 7,    0.009,    4.446,    3.557
turboFFT, 4, 8,    0.009,    8.889,    7.111
turboFFT, 4, 9,    0.009,   17.498,   13.999
turboFFT, 4, 10,    0.010,   34.490,   27.592
turboFFT, 4, 11,    0.010,   68.108,   54.486
turboFFT, 4, 12,    0.010,  130.779,  104.623
turboFFT, 4, 13,    0.011,  249.148,  199.319
turboFFT, 4, 14,    0.012,  443.770,  355.016
turboFFT, 4, 15,    0.015,  705.751,  564.600
turboFFT, 4, 16,    0.020, 1023.680,  818.944
turboFFT, 4, 17,    0.033, 1273.904, 1019.123
turboFFT, 4, 18,    0.060, 1394.086, 1115.269
turboFFT, 4, 19,    0.109, 1536.060, 1228.848
turboFFT, 4, 20,    0.207, 1618.672, 1294.938
turboFFT, 4, 21,    0.403, 1665.570, 1332.456
turboFFT, 4, 22,    0.794, 1689.732, 1351.786
turboFFT, 4, 23,    1.578, 1700.995, 1360.796
turboFFT, 4, 24,    3.142, 1708.744, 1366.995
turboFFT, 5, 0,    0.009,    0.088,    0.056
